SNo,Project Name,Scheme Name,PI Details
49,Tandem Reactions Utilizing Nitrogen Ylides: Unified Approach for Asymmetric Synthesis of Diverse Heterocycles,SERB-CRG,Nirmal Kumar Rana
50,Deciphering Molecular Mechanism of Action and Electron Acceptor Specificity Through structure based functional characterization of staphylococcal glutathione peroxidase enzymes,SERB-SRG,Sudipta Bhattachrayya
51,Reconstitution of Microenvironment of Brain using Advanced Prototype-based Microfluidic  System for Neuro-organoid Culture and Monitoring the Synapse Formation,SERB- STAR,Surajit Ghosh
52,Wastewater treatment and Electricity generation using Microbial Fuel Cell and Simultaneous production of Beta carotene from genetically engineered Chlamydomonas sp.,DST-Inspire (Phd Student),Phd Student-Arti Sharma Mentor-Meenu Chabbra
53,Main-Group Organornetallic complexes Based Molecular Materials For Applications in Molecular Electronics,SERB-EEQ,Ramesh K.Matre
54,ICVGIP 2020 Conference,Registration Fees & Sponsorship,Gaurav Harit
55,Uniquely Identifying Lorentz Structure of New Physics in Semi-Leptonic B-Decays,SERB-CRG,Ashutosh K Alok
56,Natural clay-plasma catalysed hydrogenation of carbon-dioxide for methanol production under ambient conditions,SERB-CRG,Rakesh Sharma
57,Study of Very High Energy Gamma-Rays from Galactic sources by Grapes-3 observatory,SERB-SRG,Reetanjali Mohrana
58,Perception-Theorectic Approach for Quantifying Robustness of Machine Learning Models,SERB-Matrics,Manish Narwaria
59,Biomimetic Nanoscale Metal Organic Frameworks for Targeted Bimodal NIRF and MR Imaging and Phototherapy of Ovarian Cancer Cells,IIT Jodhpur,Raviraj Vankayala
60,Design of damage tolerant high entropy alloys(HEAs) for structural applications,IIT Jodhpur,Jaiveer Singh(PI-1) Saurabh Nane (PI-2)
61,Molecular-Designing of Polymer Electrolyte Membranes Using Computational Approach to Reduce Methanol Crossover in Direct Methanol Fuel Cell,IIT Jodhpur,Angan Sengupta
62,Development of High Performance Soft Strain/Pressure Sensors Based on Nanocomposites with Hierarchical Microstructures,IIT Jodhpur,Shrutidhara Sarma
63,"Design of High strength,High Toughness, and Self-healable Hydrogels and Development of their Constitutive Response",IIT Jodhpur,Abir Bhattacharyya
64,Design and Development of Dielectric Barrier Discharge Based Flat VUV/UV Excimer Light Sources for Advanced Applications in Health and Medicine,SERB-CRG,Ram Prakash
65,Achieving Collaborative Missions via Distributed Coordination and Control of Autonomous Multi-Vechicle Systems,IIT Jodhpur,Anoop Jain
66,A Robust Visual Positioning System,SERB-SRG,Himanshu Kumar
67,High voltage(~5V) ultrafast charging/discharging cathode materials in bulk and nano geometries for high power Li ione rechargeable batteries,SERB-CRG,Ambesh Dixit
68,Engineering the interface of perovskites and 2D materials,DST-Inspire Faculty Outside,Lakshya Daukiya
69,Ga2O3-based nanomaterials with controlled defect and impurity composition for advanced electronic devices,DST-BRICS,Mahesh Kumar
70,Quantum Cryptanalysis,SERB,Somitra Kumar Sanadhya
71,"Utilization of the Inferior Quality Aggregate in Hot,Warm and Cold Mix Asphalt",NHAI,Bhupendra Singh
72,"Fabrication of Atomically Thin,Ultrafast and Ultrasensitive Photodetectors Based on 2D-2D van der Waals (vdW) Heterostructures of Graphene with W Based TMDs",DST-Inspire Faculty Outside,Vijay Kumar Singh
73,Research Advisory,Spanidea Systems Private Limited,Sandeep Kumar Yadav
74,Design of Zn Anode and Non-native Structured MnO2 Cathode for Stationary Grid Energy Storage Devices,DST-Inspire Faculty,Prashant Kumnar Gupta
75,Energy Efficient Communication and Data Flow in Smart City using CRN based IoT Framework,DST-Indo-Uzbek,Debasis Das
76,Development of Microelectrode Array for Real-Time Electrochemical Sensing,SERB women Excellence Award,Ritu Gupta
77,Design and Development of Multiferroic Materials for Photovoltaic and Energy Harvesting Application,DST-Inspire (Ph.D. Student),Phd Student-Priyambada Sahoo Mentor- Ambesh Dixit
78,Lead free perovskite based semiconducting materials and devices for photovoltaic and photodetector applications,DST-Inspire (Ph.D. Student),Phd Student-Surbhi Ramawat Mentor-Dr.Ambesh Dixit
79,Two-dimensional TMDC and QD based hybrid phototransistor with high sensitivity and mobility,DST-Inspire (Ph.D. Student),Phd Student-Chayan Das Mentor-Satyajit Sahu
80,Role of functional amyloidgenic protein Tly A in biofilm formation and severity of diseases caused by H.pylori,DST-Inspire (Ph.D. Student),Phd Student-Ambar Ish Mentor-Neha Jain
81,A Study on Fractional Laplacian Operator with Hardy Type Potentials,DST-Inspire (Ph.D. Student),Phd Student-Deepak Kumar Mahanta Mentor-Abhishek Sarkar &Tuhina Mukherjee
82,Film cooling for Ejector diffuser system in High Altitute Testing Facility,ISRO,Arun Kumar R
83,Quantum heat engines,DST-QITPD-ICPS,Subhashish Banerjee
84,Lightweight Anonymous Authentication and Communication Protocol for Internet of Vehicles,DST-TWN-MOST,Debasis Das
85,Cascade Annulations Involving Higher-valent Organometallic Compounds: Towards Diverse Molecular Frameworks,CSIR,Sandip Murarka
86,Role of Centrosome Protein STIL in Cancer,BRNS,Priyanka Singh
87,Measurement of particle Size: A Laser-based forward scattering approach,BMW Steels Pvt.Ltd,V. Narayanan
88,Spectral Methods for derivative dependent integral equations and integro-differential equations,"NBHM, DAE",Moumita Mandal
89,Dual Targeted Chemical Modulator Inhibits Nmda Receptor And Promotes Ngf Mediated Neuroprotection: Towards Development Of Potent Antialzheimers's Therapeutics,CSIR,Surajit Ghosh
90,Design and development of a micro turbine combustor working on biogas,Petroleum Conservation Research Association (PCRA),Sudipto Mukhopadhyay
91,Online Education,Institute Online Executive Programme,Deepak Mishra
92,Direct Approaches to γ- and δ-Lactones Under Continuous Flow Conditions Using Packed-bed Immobilized Catalysts,CSIR,Nirmal Kumar Rana
93,Superconvergence Results for Integro-Differential Initial and Boundary Value Problems by Spectral Projection Methods,IIT Jodhpur-IRMG,Moumita Mandal
94,Near Infrared Light Activatable Erythrocyte Membrane Coated Black Phosphorous Nanosheets for Targeted Bioimaging and Photo-Chemotherapy of Breast Cancer Cells,IIT Jodhpur-IRMG,Raviraj Vankayala
95,Role of Passive Deformation on the Aerodynamic Performance of a Flexible Flapping Wing,IIT Jodhpur-IRMG,Nipun Arora
96,Secure Communication and Searching System for Vehicular Cloud Computing,IIT Jodhpur-IRMG,Debasis Das
97,Molecular level design and development of water in ionic liquids (WILLs) based electrolytes for the Na-ion batteries,IIT Jodhpur,Praveen Kumar Sappidi
98,"Development of novel, reliable and cost effective aluminium-nickel high-capacity intermetallic batteries for stationery large-scale energy storage applications",IIT Jodhpur,Srijan Sengupta
99,Design and characterization of RF-microwave power amplifiers,IIT Jodhpur,Arani Ali Khan
100,Seawater Electrolysis using non-precious metal oxides as an Anode for the selective conversion,IIT Jodhpur,Prashant Kumnar Gupta
101,Fracture-mechanical response of rocks subjected to freeze-thaw cycles,IIT Jodhpur,Debanjan Guha Roy
102,Inference and Reasoning over Web-Scale Multimodal Knowledge Graph,"Microsoft R&D Ltd,Hyderabad",Anand Mishra
103,Development of advanced designs of automotive thermoelectric power generators: Application to exhaust energy recovery,IIT Jodhpur,Shobhana Singh
104,Black Carbon - Quantification and Real-time contribution of Key Sources (BC-QuaRKS),IIT Jodhpur,Deepika Bhattu
105,Water security and climate change adaptation to desertification and de-risking agriculture: An attempt towards sustainable food system through the nature-based solution pathway.,IIT Jodhpur,Farhat Naz
106,Photometry based Biomedical Analyzers,Johari Digital Healthcare Pvt.Ltd.,Arpit Khandelwal
107,"Structural proof checking,supervision consultancy and regular inspections of warehouse construction at Anoopgarh",Rajasthan State Warehousing Corporation (RSWC),Amit Kumar Rathi
108,"Structural proof checking,supervision consultancy and regular inspections of warehouse construction at Ramgarh",Rajasthan State Warehousing Corporation (RSWC),Amit Kumar Rathi
109,"Structural proof checking,supervision consultancy and regular inspections of warehouse construction at Mohangarh",Rajasthan State Warehousing Corporation (RSWC),Amit Kumar Rathi
110,"Structural proof checking,supervision consultancy and regular inspections of warehouse construction at Dantaur",Rajasthan State Warehousing Corporation (RSWC),Amit Kumar Rathi
111,Design of cuffless BP monitoring device,Johari Digital Healthcare Pvt.Ltd.,Dip Sankar Banerjee
112,Central Administrative Fund (CAF),Institute,"Registrar,IIT Jodhpur"
113,Investigation of Spatial Audio for enhanced immersive experience.,IIT Jodhpur,Manish Narwaria
114,Improving the efficiency of water removal from water-in-oil emulsion: Electrocoalescence of surfactant/polymeric emulsion,IIT Jodhpur,Vikky Anand
115,"Design and development of low cost, fiber based optical power splitters for deployment in 5G fronthaul passive optical networks",IIT Jodhpur,Nitin Bhatia
116,Growing chambers used in hydroponic farming,EEKI Automation Private Limited,Deepak Arora
117,Department Development Fund-Department of Chemistry,IIT Jodhpur,HOD Department of Chemistry
118,Department Development Fund-Department of Computer Science & Engineering,IIT Jodhpur,HOD Department of CSE
119,Staff Sports Board (SSB),IIT Jodhpur,Shakti Ranjan Patra
120,Department Development Fund-Department of Electrical Engineering,IIT Jodhpur,HOD Department of EE
121,"Scale up, technological optimization and development of catalysts for Algal Biomass to Biodiesel and Bio-Jet Fuel",DBT PAN IIT Center for Bioenergy:Phase II,Rakesh Sharma
122,FIST Project,DST-FIST Program-2020,Sampat Raj Vadera
123,Department Development Fund-Department of Metallurgical and Materials Engineering,IIT Jodhpur,HOD Department of Metallurgical and Materials Engineering
124,Department Development Fund-Department of Mechanical Engineering,IIT Jodhpur,HOD Department of Mechanical Engineering
125,Query Focused Multi-lingual Multi-document Summarization Towards Information Retrieval in Indian Language,IIT Jodhpur,Suman Kundu
126,Sentinel-Bias Detection and Mitigation in Face Analysis,Facebook International,Richa Singh
127,"UF Membrane assisted sorption based water purification system in rural village schools of jodhpur district,Rajasthan",HEFA CSR Grant,Anand K. Plapally
128,Multiphysics simulations to design efficient heat exchangers for automative thermoelectric generators,DRDO Jodhpur,Shobhana Singh
129,Telepresence and Teleaction System for Robot Assisted Dentistry,"IHFC,IIT Delhi",Amit Bhardwaj
130,Harnessing protein quaternary structure to unveil new principles of mutational robustness and allostery,Ramalingaswami Re-entry fellowship DBT,Sucharita Dey
131,Wage discrimination acros sectors amidst covid-19 pandemics- A gendered perspective from the selected Northern Indian states,National Commission for Women,Devi Prasad Dash
132,Development of Cognitive Cyber-Physical System(C2PS) testbed,"IHUB NTIHAC Foundation,IIT Kanpur",Sandeep Kumar Yadav
133,Institute Seed Grant Project (For procurement of laptop & Printer,IIT Jodhpur,Richa Singh
134,Institute Seed Grant Project (For procurement of laptop & Printer,IIT Jodhpur,Mayank Vatsa
135,Animatable Human 3D surface reconstruction from Partial 3D Scans,IIT Jodhpur,Rajendra Nagar
136,GAMING OF CULTURAL HERITAGE SITES OF ASI,ASI,Santanu Chaudhury
137,"Design of Cost-effective, Ultralight High Entropy Alloys with Transformation Induced Plasticity",SERB-SRG,Saurabh Nene
138,Thar-DESIGNS (Desert EcoSystem Innovations Guided by Nature and Selection),Jodhpur City Knowledge And Innovation Cluster (JCKIC),Mitali Mukerji
139,Numerical Modeling and Experimental Characterization of Dynamic Behavior of Soft Dielectric Elastomer Minimum Energy Structures,SERB-SRG,Atul Kumar Sharma
140,Dynamic Traffic Assignment Model for Multi-Class Traffic Lacking Lane Discipline,SERB-SRG,Ranju Mohan
141,Radiation hard Gallium Nitride transistor for IoT enabled dosimeter,DRDO Jodhpur,Mahesh Kumar
142,"Electrodesalting of water-in-oil emulsion: an experiment,  design and scale-up to smart electrocoalescer",SERB-SRG,Vikky Anand
143,Reflection Symmetry Based 3D Surface Reconstruction and Restoration from Partial Point Cloud,SERB-SRG,Rajendra Nagar
144,Unified Compact Modeling and Design of High Voltage  MOS Transistors,SERB-SRG,Harshit Agarwal
145,Biocompatible and water dispersible silanized reduced  graphene oxide derivatives: Near infrared responsive bimodal phototherapeutic agents for the disruption of bacterial  bioftlms,SERB-CRG,Indranil Banerjee
146,Multimodal Query-guided Natural Scene Retrieval,SERB-SRG,Anand Mishra
147,Random verification of Annual Investory on Hazardous waste management,Central Pollution control Board,Pradip Kumar Tewari
148,Development of a two-way interactive driving simulator for Indian traffic,IIT Jodhpur,Ranju Mohan
149,Design of power delivery networks using efficient selection and placement of decoupling capacitors based on a large scale component database,SERB-SRG,Jai Naryan Tripathi
150,Scanning tunneling microscopic study of single organic molecule for memristive devices in neuromorphic application,SERB-CRG,Satyajit Sahu
151,TCS-ION Consultancy,Tata Consultancy Limited,Gaurav Harit
152,Multimodel bias extimation and mitigation,Verisk analytics india pvt ltd,Mayank Vatsa
153,Towards more realistic delta-shock models and their applications,SERB-SRG,Nil Kamal Hazra
154,Department Development Fund-Department of Civil & infrastructure,IIT Jodhpur,HOD Department of Civil & Infrastructur
155,Department Development Fund-Department of Biosciences and Bioengineering,IIT Jodhpur,HOD Department of BB
156,Department Development Fund-Department of Humanities & Social Sciences,IIT Jodhpur,HOD Department of HSS
157,Department Development Fund-Department of Physics,IIT Jodhpur,HOD Department of Physics
158,Department Development Fund-Department of Mathematics,IIT Jodhpur,HOD Department of Mathematics
159,Department Development Fund-Department of Chemical Engineering,IIT Jodhpur,HOD Department of Chemical Engineering
160,Mathematical Framework of secondary and nonlinear instabilities for complex flow systems,SERB-SRG,Sukhendu Ghosh
161,Roboust operational space control of a waist assistive powered exoskeleton,DRDO-CAIR-CARS,Jayant Kumar Mohanta
162,Reconfigurable Intelligent Surface based mixed FSO-RF Systems for beyond 5G/6G Networks,SERB-NPDF,NPDF-Aman Sikri Mentor-Aashish Mathur
163,"Source apportionment study,Emission Inventory and Carrying Capacity for Kota city,Rajasthan","RSPCB,Jaipur",Deepika Bhattu
164,Study of Some Important Problems on Information Measures,SERB-Matrics,Nil Kamal Hazra
165,Mathematical Modelling of infectious diseases using surfactant dynamics,SERB-Matrics,Sukhendu Ghosh
166,"Centre of Excellence in ""Ayurtech for Integrative precision Health and Medicine""",Ministry of AYUSH,"Mitali Mukerji, Ajay Agarwal"
167,GPS Survey of WAQF properties updation in an online WAQF assets management system of india(WAMSI),Central Waqf Council,Anand K. Plapally
168,"Gate All Around Nanosheet Steep-Slope Transistors for Sub-2nm Technology Nodes: Physical Investigation, Compact Modeling and Device-Circuit Co-Optimization",DST-Nanomission,Harshit Agarwal
169,Center for Rechargeable Energy storage systems for Augmenting Transportation and Electrification (CREATE),SERB(DST),Ambesh Dixit
170,DigitID Consulting,DigitID Technologies Private Ltd.,Mayank Vatsa
171,Molecular Exploration of Designer Solvents for the Low Temperature Directional Solvent Extractive Desalination,DST-SERB-EMEQ,Praveen Kumar Sappidi
172,OCR's an Application in Indian Languages,"MeitY, Govt. of India",Anand Mishra
173,"Setting up of JJM-Professor Chair on ""Centre for Sustainability of drinking water sources at IIT, Jodhpur",Ministry of Jal Shakti-National Jal Jeevan Mission,Pradip Kumar Tewari
174,Cellular self-assembly based angiogenic micromodule for tissue engineering application,IIT Jodhpur,Indranil Banerjee
175,Interactive Pathogenesis of Liver Disease,IIT Jodhpur,Sumit Kalra
176,Developing Interference Techniques for Web-scale Multimodal Knowledge Graph,IIT Jodhpur,Anand Mishra
177,Parameterized Complexity of Manipulating Multiwinner Election,IIT Jodhpur,Pallavi Jain
178,AI Driven ASIC for Real-time Medical Imaging Application,IIT Jodhpur,Deepak Mishra
179,Transport behavior of selected nanoparticles in the porous media for long duration under natural groundwater conditions,IIT Jodhpur,Trishikhi Raychoudhury
180,Haptic Camera: Inter-relationship between Different Sensing Modalities for Textured Surfaces,IIT Jodhpur,Amit Bhardwaj
181,Fabrication and Characterization of sensors towards Electronic nose application,IIT Jodhpur,Saakshi Dhanekar
182,A new model of nephron formation from nephron progenitor cells tested through mathematical modeling of Wnt and Notch signaling pathways and experimental data,IIT Jodhpur,Prasenjit Sarkar
183,Quantum Security of Cryptographic Hash Function,"CAIR, DRDO",Somitra Kumar Sanadhya
184,IUMRS ICA 2022,IITJ & MRSI co-organized,Mahesh Kumar
185,Imaging with SPAD:Application,IIT Jodhpur,Himanshu Kumar
186,Development of Smart Mobility Lab,IIT Jodhpur,Niladri Sekhar Tripathy
187,"The Life and After-life of Crime: A Sociological Study of Law, Society and Human Life",IIT Jodhpur,Prasenjeet Tribhuvan
188,"Study of Weldability issues, diffusable hydrogen and residual stresses in dissimmilar welds joint of Ni-based super alloy (IN617) and ferritic/martensitic grade P92 steel",IIT Jodhpur,Chandan Pandey
189,"Dialogue(s) beyond words:Histories of Visual and Aural Avant-garde Encounters between Indian, Europe and Latin America",IIT Jodhpur,Parichay Patra
190,AI Driven Power efficient CMOS image sensor,IIT Jodhpur,Amandeep Kaur
191,M. Tech Executive DCS Program,Institute Online Executive Programme,Gaurav Bhatnagar
192,Virtually connecting village to nearby doctors including PHC through Videoconferencing,IIT Delhi,Vivek Vijay
194,Siemens-supported Pre-incubation incentive program for  Medical Technology Students,Siemens India Pvt Ltd,Sushmita Jha
195,Development of optical based in-situ monitoring techniques  for porosity detection during laser cladding and additive manufacturing of stainless steel,SERB,Ravi K R
196,Centre for Advanced Security Technology Development in Cyber Physical Systems,Meity,Somitra Kumar Sanadhya
197,"Modelling and comparative analysis of approaches , protocols, atmospheric effects and components of LEO satellite based Quantum key Distribution",DRDO,Subhashish Banerjee
198,Understanding the roots of child health inequities in India using  Machine Learning.,Google India Pvt Ltd,Dweepobotee Brahma
199,Online Education,Institute Online Executive Programme,Angshuman Paul
200,FIST Program - 2021(TPN-70315),DST-FIST,Richa Singh
201,International Conference on Recent Advances in Mechanical Engineering,Registration Fee,Ankur Gupta
202,Design and Development of Smart Chaff using low profile microwave circuit,DRDO,Soumava Mukherjee
203,"IHC (TSCHE-Python Prg., FDP)",TCS,Debasis Das
204,Training Program in current trend in R&D modern scientific advances & technology for scientific understanding & promotion of Ayush Systems for Ayush Doctors/ Scientists,Ministry of Ayush,Mitali Mukerji
205,Functional Quantum Heterostructures: Multiscale Modelling,SERB-Ramanujan Faculty Scheme,Appalakondaiah Samudrala
206,An interdisciplinary study of Technologically Manipulated information: its ecosystem and its psycho-social impact,Indian Council of Social Science Research (ICSSR),Chhanda Chakraborti
207,Feasibility Study of Organic Field Effect Transistors for Radiation Detection (RAD-OFETs),Defence Laboratory Jodhpur,Shree Prakash Tiwari
208,"Development of a platform for Arabidopsis functional genomics to study plant responses to dehydration, heat and micronutrient deficiency stress conditions prevalent in the Thar desert",IIT Jodhpur,Ayan Sadhukhan
209,Theoretical and Computational Study of Plastic Deformation and Mechanical Yielding of Amorphous Polymers,IIT Jodhpur,Prabhat Kumar Jaiswal
210,Design and development of lightweight steels for structural applications,IIT Jodhpur,Nitin Kumar Sharma
211,Point-of-use and in-line coliforms sensors for smart water  management.,Ministry of Jal Shakti-National Jal Jeevan Mission,Meenu Chhabra
212,Plasmon-induced photocatalysis for hydrogen production via methanol reforming,IIT Jodhpur,Ramesh Asapu
213,High Dimensional Quantum Information Processing,DST-Inspire (Phd Student),Phd Student- Nihar Ranjan Das Mentor-Subhashish Banerjee
214,Development of 2D Transition Metal Dichalcogenides (TMDs) and Metal Oxide Thin Film based Perovskite Solar Cells(PSCs) and Photodetectors,DST-Inspire (Phd Student),Phd Student-Biswajit Pal Mentor-Ambesh Dixit
215,Capacity Enhancement of Sei Dam Tunnel Project,"Wate Resource Zone Jodhpur, Govt. of Rajasthan",Saran Aadhar
216,Development of Hardware Trojan Testing Methodology,DRDO -CARS,Binod Kumar
217,"Deep-Tech Biodesign Centre: A Multi-disciplinary centre to train, nurture and transform clinicians and engineers into the Deep-Tech innovators in the field of Medical/Health Technology",Department of Biotechnology,Ravi K R
218,Sensepod: An AIoT based testbed to promote Sensing as a service for ambient living,IIT Jodhpur,Suchetana Chakraborty
219,Energy utilization in glass and food processing  industry,Rajasthan Renewable Energy Corporation Ltd.,Sudipto Mukhopadhyay
220,National Conference on Energy Materials and Devices,IIT Jodhpur,Ambesh Dixit
221,Development of a wind Tunnel Facility for Aeolian Soil Migration and Mitigation Studies,IIT Jodhpur,Pradeep Kumar Dammala
222,Role of fungal and bacterial amyloids in polymicrobial biofilm assembly,IIT Jodhpur-IRMG,Neha Jain
223,Chem-E-Sorption,Registration Fee,Vikky Anand
224,Essential dimension and the least degree of faithful  representation of a finite group,IIT Jodhpur-IRMG,Dilpreet Kaur
225,Sandstone Summit 3.0,IIT Jodhpur-SME & Board of Career Development IITJ,Anuj Pal Kapoor
226,Lab on Paper for Sensing Application,SERB-SIRE,Ankur Gupta
227,37th National Symposium on Plasma Science & Technology,Plasma Science Society of India,Ram Prakash
228,Validation of synthesis route for the production of 2-aminopropanol,Eastar Chemical India Pvt. Ltd.,Sumit Kamal
229,Phase Specific Synthesis of Borophene for Lightwave Electronics & Energy Devices,IIT Jodhpur,"Pranay Ranjan, Devendra Singh Negi, Amitava Banerjee"
230,M(atching)A(uction)C(ontract): Parameterized Algorithms for Economics and Computation,SERB-SUPRA,Pallavi Jain
231,Thermal Performance Prediction of Multi-Layered Ensembles Subjected to Fire Exposure using ANSYS,DRDO-ARB,P. Ravi Prakash
232,AAFTAAB,IIT Jodhpur,Prasenjeet Tribhuvan
233,Advances in Additive Manufacturing (3D Printing),IIT Jodhpur,Ravi K R
234,IoT enabled 2D Materials functionalized AlGaN/GaNtransistor for water quality monitoring,Indian National Academy of Engineering-Abdul Kalam Technology Innovation National Fellowship,Mahesh kumar
235,CSE Winter School 2022,"TIH iHub Drishti, IIT Jodhpur",Richa Singh
236,IBM PhD Fellowship,IBM-PhD Fellowship,Richa Singh
237,Large Scale Synthesis of Freestanding 2D Borophene Atomic Sheets and its Hybrids for Conducting Tapes,SERB-SRG,Pranay Ranjan
238,"Sustainable Geopolymer Based Solutions for Mitigating Aeolian Soil Erosion in Rajasthan, India",SERB-SIRE,Pradeep Kumar Dammala
239,To Study potential protocols for satellite based secure communication under ambient conditions,ISRO,Subhashish Banerjee
240,Computational Investigation of the influence of biomacromolecules on ion transport characteristics of Lithium-ion battery electrolytes,SERB-SIRE,Santosh Mogurampelly
241,AI enabled identification of organic honey using ultrasensitive and selective nano -sensing platforms,Jodhpur City Knowledge And Innovation Foundation (JCKIF),Ajay Agarwal
242,Fabric based wearable sensors,Jodhpur City Knowledge And Innovation Foundation (JCKIF),Ajay Agarwal
243,Noval Point of care device for diagnosing sepsis:Developing Proof-of-Concept,Jodhpur City Knowledge And Innovation Foundation (JCKIF),Ajay Agarwal
244,Differential Phase Contrast in Electron Magnetic Circular Dichroism in Transmission Electron Microscopy,SERB-SRG,Devendra Singh Negi
245,Grain boundary engineering for improvement of high temperature strength and ductility in FCC alloys for structural applications.,SERB-SRG,Nitin Kumar Sharma
246,Climate sensitivity to anthropogenic aerosol loading over western India,SERB-SRG,Amit Sharma
247,Third Party Inspection for construction work of Four lane BT road at Pali under Cm Budget announcement 2021-22,"Muncipal Council Pali, Rajasthan",Bhupendra Singh
